customer_id,t,y,true_state
0,0,43.11010843916299,1
0,1,25.629485892337577,1
0,2,12.532605644174796,1
0,3,0.0,1
0,4,0.0,2
0,5,0.0,2
0,6,0.0,1
0,7,0.0,0
0,8,0.0,0
0,9,0.0,0
0,10,0.0,0
0,11,11.62423707653477,1
0,12,28.92266539329234,1
0,13,0.0,1
0,14,2.1542399803534122,1
0,15,0.0,0
0,16,0.0,0
0,17,0.0,0
0,18,1.1140454013322652,0
0,19,0.0,0
0,20,0.0,0
0,21,0.0,0
0,22,0.0,0
0,23,0.0,0
0,24,0.0,0
0,25,0.0,0
0,26,0.0,0
0,27,8.35502476796326,0
0,28,0.0,0
0,29,0.0,0
0,30,0.0,0
0,31,0.0,0
0,32,0.0,0
0,33,0.0,0
0,34,0.0,0
0,35,13.743653353554992,0
0,36,0.0,0
0,37,0.0,0
0,38,0.0,0
0,39,0.0,0
0,40,47.85325536047669,2
0,41,133.85079137704716,2
0,42,0.9562051851756305,2
0,43,0.5738313359501419,1
0,44,1.392764941335879,1
0,45,29.79334438096462,1
0,46,49.351591912371426,1
0,47,0.0,1
0,48,3.730253424275954,1
0,49,0.0,1
0,50,78.53575492168999,1
0,51,201.2956759188871,1
1,0,0.0,1
1,1,24.25413189697085,1
1,2,0.0,1
1,3,0.0,1
1,4,0.0,0
1,5,0.0,0
1,6,0.0,0
1,7,15.322160882255828,1
1,8,13.049005727545957,1
1,9,1.1954139628002263,2
1,10,7.069148641586973,1
1,11,4.233508843060536,1
1,12,12.343559458705823,1
1,13,35.061115798614274,1
1,14,42.38311992193593,1
1,15,0.0,0
1,16,0.0,0
1,17,0.0,0
1,18,0.0,0
1,19,0.0,0
1,20,0.0,0
1,21,0.0,2
1,22,7.580053300076507,2
1,23,13.014718428050289,2
1,24,803.2712845347108,2
1,25,127.76543839698314,2
1,26,22.511596784854344,2
1,27,49.91965938116854,2
1,28,5.9706970823458985,2
1,29,0.0,0
1,30,1.5167667373332716,0
1,31,21.247720170111695,2
1,32,4.15973181737026,2
1,33,0.0,0
1,34,0.0,0
1,35,0.0,0
1,36,0.0,0
1,37,0.0,0
1,38,0.0,0
1,39,0.0,0
1,40,0.0,0
1,41,0.0,0
1,42,0.0,0
1,43,0.0,0
1,44,0.0,0
1,45,0.0,0
1,46,0.0,0
1,47,0.0,0
1,48,0.0,0
1,49,0.0,0
1,50,0.0,0
1,51,87.35376346738377,1
2,0,0.0,0
2,1,0.0,0
2,2,0.0,0
2,3,0.0,0
2,4,0.0,0
2,5,0.0,0
2,6,0.0,0
2,7,0.0,0
2,8,1.0308177763489121,0
2,9,1.524658647916273,1
2,10,0.12494510095672223,1
2,11,0.0,1
2,12,0.07835640848963309,1
2,13,6.722912807019906,1
2,14,27.213217983215014,1
2,15,11.647220507536748,1
2,16,0.0,0
2,17,0.0,0
2,18,0.0,0
2,19,0.0,0
2,20,0.0,0
2,21,0.0,0
2,22,0.0,0
2,23,0.0,0
2,24,0.0,0
2,25,0.0,0
2,26,0.0,0
2,27,0.0,0
2,28,0.0,0
2,29,8.95302475233416,0
2,30,0.0,0
2,31,0.0,0
2,32,0.05049435106578115,0
2,33,0.0,0
2,34,0.0,0
2,35,0.0,0
2,36,0.0,0
2,37,0.0,0
2,38,0.0,0
2,39,0.0,0
2,40,0.0,0
2,41,5.315494749145711,0
2,42,0.0,0
2,43,44.48878682244442,1
2,44,1.840719842151091,2
2,45,0.0,2
2,46,58.723383433525896,2
2,47,0.0,2
2,48,286.2196110943562,2
2,49,140.34854263422034,2
2,50,1.6110474433228983,1
2,51,10.544436647766746,1
3,0,190.2488706425341,2
3,1,0.0,2
3,2,25.24949935471802,2
3,3,0.0,2
3,4,798.2395842062477,2
3,5,0.0,1
3,6,0.0,1
3,7,22.32414800303906,1
3,8,0.0,1
3,9,26.13859887272243,1
3,10,279.2960174192862,1
3,11,0.0,1
3,12,3.753256735254048,1
3,13,0.0,1
3,14,0.0,0
3,15,0.0,0
3,16,9.563315431523517,0
3,17,0.0,0
3,18,0.0,0
3,19,0.0,1
3,20,35.493012150600265,1
3,21,175.2387273346732,2
3,22,4.318603131159435,2
3,23,14.153993378972633,2
3,24,5.10934549047989,2
3,25,52.931429839781025,2
3,26,0.0860302378489952,2
3,27,0.0,1
3,28,0.0,1
3,29,0.0,1
3,30,93.94664415280259,1
3,31,368.11299647048077,2
3,32,38.70582675466603,2
3,33,316.2013509670262,2
3,34,89.16267407130388,2
3,35,39.809342739355365,2
3,36,98.44100638868363,2
3,37,363.30152149396474,2
3,38,203.83454015588353,2
3,39,78.18211777594094,2
3,40,7.8735071204445,2
3,41,94.29910849152452,1
3,42,0.0,1
3,43,0.0,1
3,44,0.0,1
3,45,37.754236086279896,2
3,46,0.06857779207924748,2
3,47,83.5978748181436,2
3,48,0.0,2
3,49,242.63086037358764,2
3,50,145.33698550287852,2
3,51,0.0013718659387886196,2
4,0,0.0,1
4,1,1.417735166209766,1
4,2,0.0,0
4,3,0.0,0
4,4,0.0,0
4,5,0.0,0
4,6,0.0,0
4,7,0.0,0
4,8,0.0,0
4,9,7.8026057020254,1
4,10,0.0,1
4,11,0.0,1
4,12,0.0,1
4,13,14.224130964667323,1
4,14,212.00057701585789,2
4,15,0.0,0
4,16,0.0,0
4,17,0.0,0
