customer_id,t,y,true_state
0,0,0.0,1
0,1,0.0,1
0,2,0.0,1
0,3,0.0,1
0,4,0.0,2
0,5,0.0,2
0,6,0.0,1
0,7,0.0,0
0,8,0.0,0
0,9,0.0,0
0,10,0.0,0
0,11,0.0,1
0,12,0.0,1
0,13,0.0,1
0,14,0.0,1
0,15,0.0,0
0,16,0.0,0
0,17,0.0,0
0,18,2.438572957290902,0
0,19,0.0,0
0,20,0.0,0
0,21,0.0,0
0,22,0.0,0
0,23,0.0,0
0,24,0.0,0
0,25,0.0,0
0,26,0.0,0
0,27,0.0,0
0,28,0.0,0
0,29,0.0,0
0,30,0.0,0
0,31,0.0,0
0,32,0.0,0
0,33,0.0,0
0,34,0.0,0
0,35,0.0,0
0,36,0.0,0
0,37,0.0,0
0,38,0.0,0
0,39,0.0,0
0,40,90.46336917651311,2
0,41,0.0,2
0,42,90.07162270949605,2
0,43,0.0,1
0,44,0.0,1
0,45,0.0,1
0,46,0.0,1
0,47,0.0,1
0,48,9.915252006950858,1
0,49,0.0,1
0,50,0.0,1
0,51,0.0,1
1,0,0.0,1
1,1,0.0,1
1,2,0.0,1
1,3,0.0,1
1,4,0.0,0
1,5,0.0,0
1,6,0.0,0
1,7,8.944421086552373,1
1,8,0.0,1
1,9,19.272947597410166,2
1,10,9.45809264742342,1
1,11,0.0,1
1,12,0.0,1
1,13,0.0,1
1,14,0.0,1
1,15,0.0,0
1,16,0.0,0
1,17,0.0,0
1,18,0.0,0
1,19,0.0,0
1,20,0.0,0
1,21,0.0,2
1,22,233.46160869852986,2
1,23,89.33173503849585,2
1,24,78.01738450881304,2
1,25,113.31038226528658,2
1,26,44.63325080586955,2
1,27,128.77732511272197,2
1,28,0.0,2
1,29,0.0,0
1,30,0.5348915468711057,0
1,31,0.0,2
1,32,78.24177212068075,2
1,33,0.0,0
1,34,0.0,0
1,35,0.0,0
1,36,0.0,0
1,37,0.0,0
1,38,0.0,0
1,39,0.0,0
1,40,0.0,0
1,41,0.0,0
1,42,0.0,0
1,43,0.0,0
1,44,0.0,0
1,45,0.0,0
1,46,0.0,0
1,47,0.0,0
1,48,0.0,0
1,49,0.0,0
1,50,0.0,0
1,51,5.893252352231342,1
2,0,0.0,0
2,1,0.0,0
2,2,0.0,0
2,3,0.0,0
2,4,0.0,0
2,5,0.0,0
2,6,0.0,0
2,7,0.0,0
2,8,0.0,0
2,9,0.0,1
2,10,0.0,1
2,11,0.0,1
2,12,27.476321398619536,1
2,13,0.0,1
2,14,13.591628223888332,1
2,15,0.0,1
2,16,0.0,0
2,17,0.0,0
2,18,0.0,0
2,19,0.0,0
2,20,0.0,0
2,21,0.0,0
2,22,0.0,0
2,23,0.0,0
2,24,0.0,0
2,25,0.0,0
2,26,0.0,0
2,27,0.0,0
2,28,0.0,0
2,29,0.0,0
2,30,0.0,0
2,31,0.0,0
2,32,0.0,0
2,33,0.0,0
2,34,0.0,0
2,35,0.0,0
2,36,0.0,0
2,37,0.0,0
2,38,0.0,0
2,39,0.0,0
2,40,0.0,0
2,41,0.0,0
2,42,0.0,0
2,43,27.680326034049333,1
2,44,48.70104461560441,2
2,45,0.0,2
2,46,114.41905910602797,2
2,47,0.0,2
2,48,126.77235137854754,2
2,49,0.0,2
2,50,0.0,1
2,51,0.0,1
3,0,109.02487933452758,2
3,1,0.0,2
3,2,92.25354696762498,2
3,3,0.0,2
3,4,59.51977215188612,2
3,5,0.0,1
3,6,0.0,1
3,7,0.0,1
3,8,0.0,1
3,9,0.0,1
3,10,0.0,1
3,11,0.0,1
3,12,0.0,1
3,13,0.0,1
3,14,0.0,0
3,15,0.0,0
3,16,0.0,0
3,17,0.0,0
3,18,0.0,0
3,19,0.0,1
3,20,0.0,1
3,21,64.8538770931272,2
3,22,39.992397942541864,2
3,23,55.878761713814555,2
3,24,0.0,2
3,25,69.73544240213283,2
3,26,0.0,2
3,27,0.0,1
3,28,0.0,1
3,29,0.0,1
3,30,0.0,1
3,31,54.70359133309224,2
3,32,0.0,2
3,33,151.23397984995077,2
3,34,80.1718679593927,2
3,35,0.0,2
3,36,0.0,2
3,37,35.0814655655528,2
3,38,104.48012661170316,2
3,39,37.8644276972704,2
3,40,80.82901306448981,2
3,41,0.0,1
3,42,0.0,1
3,43,0.0,1
3,44,0.0,1
3,45,0.0,2
3,46,33.47691460878363,2
3,47,0.0,2
3,48,0.0,2
3,49,0.0,2
3,50,32.38153686026339,2
3,51,32.86230645158412,2
4,0,0.0,1
4,1,0.0,1
4,2,0.0,0
4,3,0.0,0
4,4,0.0,0
4,5,0.0,0
4,6,0.0,0
4,7,0.0,0
4,8,0.0,0
4,9,0.0,1
4,10,0.0,1
4,11,0.0,1
4,12,0.0,1
4,13,0.0,1
4,14,0.0,2
4,15,0.0,0
4,16,0.0,0
4,17,0.0,0
4,18,0.0,0
4,19,0.0,0
4,20,83.9135106531279,2
4,21,178.24147414624983,2
4,22,112.54718124797718,2
4,23,87.33807128733798,2
4,24,0.0,2
4,25,142.43424580102266,2
4,26,165.93258957508291,2
4,27,0.0,2
4,28,0.0,2
4,29,0.0,2
4,30,157.43654237946637,2
4,31,84.08181240415853,2
4,32,0.0,2
4,33,39.69968423699589,2
4,34,0.0,1
4,35,0.0,1
4,36,0.0,0
4,37,0.0,0
4,38,0.0,0
4,39,0.0,0
4,40,0.0,0
4,41,0.0,0
4,42,0.0,0
4,43,0.0,0
4,44,0.0,0
4,45,0.0,0
4,46,0.0,0
4,47,0.0,0
4,48,0.0,0
4,49,0.0,0
4,50,0.0,0
4,51,0.0,0
5,0,0.0,1
5,1,0.0,1
5,2,0.0,1
5,3,0.0,1
5,4,0.0,1
5,5,7.4422166849594955,1
5,6,0.0,0
5,7,0.0,0
5,8,0.0,0
5,9,0.0,0
5,10,0.0,0
5,11,0.0,0
5,12,0.0,0
5,13,0.0,0
5,14,0.0,0
5,15,0.0,0
5,16,0.0,0
5,17,0.0,0
5,18,0.0,0
5,19,0.0,0
5,20,2.3956214884404496,0
5,21,0.0,0
5,22,0.0,0
5,23,0.0,1
5,24,0.0,1
5,25,0.0,1
5,26,0.0,1
5,27,0.0,1
5,28,0.0,1
5,29,0.0,1
5,30,0.0,1
5,31,0.0,2
5,32,147.61575769144565,2
5,33,58.621166174432595,2
5,34,0.0,1
5,35,0.0,1
5,36,0.0,1
5,37,0.0,1
5,38,174.91530397136003,2
5,39,162.07180913988543,2
5,40,179.5815042452502,2
5,41,0.0,1
5,42,0.0,1
5,43,0.0,1
5,44,0.0,0
5,45,0.0,0
5,46,0.0,1
5,47,12.044409911831584,1
5,48,0.0,1
5,49,256.39298170602893,2
5,50,0.0,2
5,51,0.0,2
6,0,0.0,1
6,1,4.0628646617887565,1
6,2,0.0,1
6,3,0.0,1
6,4,0.0,1
6,5,0.0,1
6,6,0.0,1
6,7,3.5830582268861026,1
6,8,0.0,1
6,9,0.0,2
6,10,0.0,1
6,11,0.0,0
6,12,0.0,0
6,13,0.0,0
6,14,0.0,0
6,15,0.0,1
6,16,0.0,1
6,17,0.0,2
6,18,0.0,1
6,19,0.0,1
6,20,0.0,1
6,21,0.0,1
6,22,0.0,1
6,23,0.0,1
6,24,0.0,1
6,25,0.0,0
6,26,0.0,0
6,27,0.0,0
6,28,0.0,0
6,29,0.0,0
6,30,0.0,0
6,31,0.0,0
6,32,0.0,0
6,33,0.0,0
6,34,0.0,0
6,35,0.0,0
6,36,0.0,0
6,37,0.0,0
6,38,0.0,0
6,39,0.0,0
6,40,0.0,0
6,41,0.0,1
6,42,0.0,1
6,43,0.0,1
6,44,0.0,1
6,45,5.016855423365543,1
6,46,0.0,1
6,47,0.0,1
6,48,0.0,1
6,49,0.0,1
6,50,0.0,0
6,51,0.0,0
7,0,0.0,0
7,1,61.97675115459709,2
7,2,0.0,2
7,3,0.0,2
7,4,0.0,0
7,5,0.0,0
7,6,0.0,0
7,7,0.0,0
7,8,0.0,0
7,9,0.0,0
7,10,0.0,0
7,11,0.0,0
7,12,0.0,0
7,13,0.0,0
7,14,0.0,0
7,15,0.0,0
7,16,0.0,0
7,17,0.0,0
7,18,0.0,1
7,19,0.0,1
7,20,0.0,1
7,21,0.0,1
7,22,83.52285205788166,2
7,23,14.597244522914995,1
7,24,0.0,0
7,25,0.0,0
7,26,0.0,0
7,27,0.0,0
7,28,0.0,1
7,29,0.0,1
7,30,0.0,1
7,31,0.0,1
7,32,0.0,1
7,33,0.0,1
7,34,0.0,1
7,35,0.0,0
7,36,0.0,0
7,37,0.0,0
7,38,0.0,0
7,39,0.0,0
7,40,0.0,0
7,41,0.0,0
7,42,0.0,0
7,43,0.0,0
7,44,0.0,0
7,45,0.0,0
7,46,0.0,0
7,47,0.0,0
7,48,3.8401943771865192,1
7,49,0.0,1
7,50,0.0,1
7,51,0.0,2
8,0,0.0,0
8,1,0.0,0
8,2,0.0,0
8,3,0.0,1
8,4,0.0,1
8,5,0.0,1
8,6,0.0,1
8,7,0.0,1
8,8,0.0,0
8,9,0.0,0
8,10,0.0,0
8,11,0.0,0
8,12,0.0,0
8,13,0.0,0
8,14,0.0,0
8,15,0.0,0
8,16,0.0,0
8,17,0.0,0
8,18,0.0,0
8,19,0.0,0
8,20,0.0,0
8,21,0.0,0
8,22,0.0,0
8,23,0.0,0
8,24,0.0,0
8,25,0.0,0
8,26,0.0,0
8,27,0.0,0
8,28,0.0,0
8,29,0.0,0
8,30,0.0,0
8,31,0.0,0
8,32,0.0,0
8,33,17.263880042598228,1
8,34,0.0,1
8,35,0.0,1
8,36,0.0,1
8,37,0.0,1
8,38,0.0,1
8,39,0.0,1
8,40,0.0,1
8,41,0.0,1
8,42,0.0,1
8,43,0.0,1
8,44,0.0,1
8,45,16.198695770252748,1
8,46,0.0,1
8,47,0.0,1
8,48,0.0,1
8,49,0.0,0
8,50,0.0,0
8,51,0.0,0
